"Sample","Strain","Population","PoolSize","Age","Ethanolamine","1-Methylhistamine","Isoleucine","Leucine","Lysine","serine","arginine","Taurine","Pipecolate","Hydroxyproline","4-Guanidinobutanoate","N-Acetylornithine","Homoarginine","Dimethylarginine (A/SDMA)","Phosphocreatine","N-Ac-Arginine","Nicotinic Acid","Erythronic/Threonic Acid","N-Ac-Glutamate","1-Aminocyclopropane-1-carboxylic acid","N6,N6,N6-Trimethyl-L-lysine","4-Aminobenzoic Acid","Phenylacetic Acid","4-Hydroxybenzoic Acid","Aminoacetone","Succinylcarnitine","Cytidine diphosphate choline (CDPcholine)","Indole","Indole-3-Carboxylic Acid","Indoleacrylic acid","S-Adenosylhomocysteine","S-Adenosylmethionine","Deoxyguanosine","Inosine","1-Methyladenosine","5'-Methylthioadenosine","Uridine 5'-monophosphate","NAD","NADPH","FAD","Succinoadenosine","Glutamylarginine","Thymine","Oxypurinol","Cytosine","Glucosamine","Arabitol/Xylitol","Niacinamide","Riboflavin","Folic Acid"
"CB5","CRB","B","50","40",0.263932216569008,0.418206638309237,0.221027341002653,0.143652367029008,0.113982953334395,0.0388925018265756,0.14363535915978,0.114599410219451,0.121649508887915,-0.0459934135926607,-0.00757527085655152,-0.0141189370710215,-0.0485098587732748,-0.0411508180351063,0.310025241900534,0.487097035715506,0.175860118527416,0.0984201254614945,0.616198319200369,0.28552685134761,0.114959485189608,0.222908628971947,0.480567002734007,0.211055215952598,0.0333743109213991,0.647320853322614,0.258076592451292,0.312216483504068,0.106925933450455,0.219284999608983,0.227190457041698,-0.0171985059348811,-0.0417322662197481,0.222081610788791,-0.247665578579454,-0.155513648465969,0.277607444132324,0.187081750699791,0.0957656826478792,0.250848072783905,0.254943602020211,0.197585953527278,0.173297828714094,0.206372119666073,0.106688939883197,0.289794484672612,0.268788494183093,0.283005908329624,0.29756137643347,0.332709914770914
"CB6","CRB","B","100","40",0.391783427598289,0.65487896999212,0.37681453356541,0.31769500667493,0.300232592765425,0.222382241206861,0.283075386200045,0.256971106453954,0.293120515974636,0.0537731375258899,0.159234309263504,0.174775182118522,0.157557892055186,0.0757177403451337,0.33093375688261,0.369794237901791,0.270140809087698,0.206648443224569,0.773449963437204,0.410483020113844,0.291269824412216,0.387456105578751,0.757194437421677,0.492997317035886,0.285424115672426,0.67929261446937,0.337864767833868,0.528820244406206,0.102595562757239,0.349743050438395,0.337058124277098,0.0269162958343694,0.187692658688114,0.386806433854191,-0.138060116816846,-0.0624224720468138,0.217546088550116,0.193442781816975,-0.155223246732799,0.171367106585045,0.45132539971544,0.446974946056046,0.418995056819537,0.245743578420837,0.397380454224004,0.341566373703929,0.557624658767802,0.475174554779885,0.443225033772241,0.650630090178677
"CC1","CRB","C","5","14",-0.707502603811299,-1.10562184231252,-0.50282416047996,-0.443705073816245,-0.52254872809397,-0.300686748079117,-0.41110038040957,-0.500677130346421,-0.492179274358638,-1.15627876442049,-0.707862931678208,-0.366667982702239,-0.3724095510546,-0.348859670589231,-0.733227977245565,-0.831393273685426,-0.574818374885429,-0.564916735269846,-1.670395692679,-0.570243967929535,-0.482440063041702,-0.57076289253646,-0.934921040603701,-0.239976873295782,-0.683415363991301,-0.721786107489073,-0.643461820692989,-1.15768980967904,-0.380791538320072,-0.605448043648318,-0.561629393480264,-0.257831582855029,-0.916996243945281,-0.584713967671903,-0.756553301430467,-0.206036495020871,-0.786254218139987,-0.318641848206187,-0.138468390599639,-0.375674349921201,-0.779678327381229,-0.552391627956369,-0.673539383999612,-0.347332307671286,-0.664179805033648,-0.460058034728473,-0.661716964468652,-0.40459873200182,-0.833516639093004,-0.59286605312754
"CC2","CRB","C","50","14",0.0998957051493052,0.347253681847731,0.288892789776408,0.284742304243796,0.234339036930274,0.106797445170215,0.178133751920509,0.164077186271787,0.188576945471009,0.0130191150409118,0.207947333582958,0.905913883490646,0.347938855702009,0.365993716683152,0.0983298095574257,0.1514031749861,0.157795132448707,0.208382628236983,0.665054218881714,0.140512749411834,0.279696193023724,0.194168898609182,0.343804740872767,0.45485808953038,0.00526746049747384,0.236299741032012,0.413567120116299,0.119753174198541,0.284195364299904,0.150166612307758,0.235734230584992,0.473891142550692,0.151944611352268,0.234302160158704,0.014063723562296,0.381207405153087,0.208514894285867,0.24798566021757,0.225470276518545,0.159575306787878,0.442823642942428,0.435142711005584,0.198391886911348,0.275608546219962,0.465507483050422,0.174758662704376,0.23782447468428,0.193143577438381,0.062844102691292,0.124296806460853
"CC3","CRB","C","100","14",0.231803726910737,0.549769649828498,0.445443099872505,0.376463385681309,0.383588608284001,0.237355555134012,0.310437561049659,0.283171037227321,0.360165418508321,0.504582987668669,0.516852552731439,0.886747384821179,0.713204022460399,0.639912262998723,0.40545678043958,0.328699243688464,0.231370912435727,0.346196330277669,0.786181407427298,0.278773398555057,0.491168759395337,0.370716071303458,0.528962866618488,0.546331154672375,0.132763800393159,0.265856327182215,0.542547022838523,0.27305958957073,0.443366305835305,0.337993907642617,0.43160010167769,0.535038723398249,0.198557606496607,0.402604881729089,0.383660449764939,0.474231574962294,0.278747529340704,0.230955966032642,0.155399270194005,0.0927192188984884,0.605576216386432,0.560766572135564,0.456605727715342,0.333181474307421,0.605442823357576,0.266700625075616,0.370417608614173,0.306567668499207,0.296810107223177,0.314089516922313
"CC4","CRB","C","5","40",-0.581023297462298,-0.735807256943929,-0.627301695832123,-0.577964789302681,-0.590023136787858,-0.439566551524384,-0.405459113460682,-0.47912060738255,-0.556238993076673,-1.38515207041849,-0.869413816512145,-0.543243664112367,-0.810345888200286,-0.743560279259377,-0.569444429980587,-1.05042740242032,-0.579469131891845,-0.541166447822593,-0.0747669951423182,-0.506715736567971,-0.75475009559744,-0.558890123105878,-0.633979146062225,-0.182415717820497,-0.608684765274498,-0.0774919786071209,-0.867008949839467,-0.528521526378926,-0.589238113107585,-0.602134457650773,-0.54702933952047,-0.61689502546293,-0.895512391154942,-0.545635497398933,-1.20334187764032,-0.38194833061525,-0.657202459570827,-0.199741968661763,-0.115148603502487,-0.283061198455966,-1.04816799810768,-0.668358994608092,-0.669296581910772,-0.473411018052087,-0.915021252181003,-0.428721072716086,-0.577183553938389,-0.341642639075602,-0.470689390125709,-0.466035596904079
"CC5","CRB","C","50","40",0.287631770647834,0.479891204898745,0.191375782012561,0.153687395081292,0.148885008055449,0.0647729222424722,0.159054788364442,0.137845335676506,0.147210580246297,-0.0983721489062654,0.0479965821132344,-0.0280833313876423,-0.0342826884593839,-0.0813641822170892,0.147470907068206,0.58297290340127,0.157228744781509,0.285730908771557,0.287808588553604,0.22645455743934,0.0933178657048064,0.234118373520237,0.64179168015789,0.20838381448867,0.0715060456738676,0.61216335492783,0.348376187756724,0.297067798800922,0.106872175554186,0.213318031387492,0.279034034277947,0.0518067625125909,0.0552560111409433,0.240130297637653,-0.234831133350071,-0.0212329972870107,0.408600869216381,0.179821114905193,0.202648102280568,0.258855133822304,0.26211422147303,0.197297814008854,0.337406847749537,0.252586374767576,-0.0494711401235008,0.24747688110008,0.240628365543958,0.37164495015953,0.336276841881436,0.444771786189681
"CC6","CRB","C","100","40",0.491857192737597,0.762672464574428,0.422990362725026,0.359499824346561,0.357031635023549,0.230482326735144,0.30768406107362,0.252340104858871,0.335719852069704,0.12049442505792,0.242573571425198,0.186305181287628,0.136914368714295,0.111098136003934,0.381306600566978,0.788651129166238,0.383365531042096,0.244165088805699,0.771194225011308,0.463448359489741,0.321102482717524,0.430926108182701,0.910752991875331,0.507050605247392,0.24618419412667,0.807267626624824,0.363307154348628,0.501013225794568,0.165481230572402,0.418578929762817,0.392796388870933,0.161127447513189,0.173196117626326,0.447620666827412,0.430427065380786,0.196220938889353,0.267767405593783,0.225506266310237,-0.144781941196083,0.299591442977597,0.44982336602081,0.486759467152833,0.477710177642963,0.332628573183273,0.243411814090977,0.428569146413384,0.552280937665879,0.495086169103135,0.556272258658858,0.769489051138433
"WA1","ORWT","A","5","14",-0.46458374564141,-1.12878970736455,-0.391620510856098,-0.328816247857209,-0.355065870395369,-0.329764612450767,-0.393441446103776,-0.440424995094023,-0.361413545904868,0.0221384193061871,-0.10733596851309,-0.565059558723181,-0.038437290053035,0.109495157744994,-0.653576969679015,-1.12006333056171,-0.414758848084492,-0.543612597335769,-0.477767285702527,-0.632022962806128,-0.301465279088811,-0.643237493137416,-0.848171468623106,-0.641420927288484,-0.256358612262401,-0.622612093437746,-0.614532633139024,-0.693466563043902,-0.458935578708166,-0.444449617468424,-0.644242558374355,-0.386621684552924,-0.0551311717750691,-0.597212074027298,0.310842071415431,-0.297718906437119,-0.358411100213642,-0.310589098303856,-0.118993702646505,-0.415249981585364,-0.620370180292962,-0.709509583373362,-0.732157786548014,-0.402717670230404,-0.64507978589034,-0.55998030520967,-0.651423650905863,-0.531600715991317,-0.927712424858043,-0.620875332592574
"WA2","ORWT","A","50","14",0.340811735035301,0.187398188627299,0.396074518517039,0.342633326069823,0.305249620360801,0.210399850700741,0.138712618234086,0.190290413823863,0.27518453310249,1.04612336456454,0.603361269953543,0.0241834118898403,0.585925510150614,0.515038728474137,0.246353719189584,0.316912999000342,0.315044749021717,0.230341093349784,0.660358876628159,0.169701470489091,0.434851287110884,0.146849008384824,0.191736492549687,-0.177206962705226,0.41281226472061,0.177026801498337,0.445193074233383,0.266337253952703,0.2922425713579,0.438264489961503,0.252029541978957,0.389966231450581,0.826338564814804,0.203076976049181,1.05222494031064,0.314304456430517,0.28890109426267,0.114047759272338,0.229846529599135,0.225248317232067,0.448932699040917,0.215832890360236,0.327395231762291,0.305883914488648,0.389221787597593,0.130558650385896,0.229275201149692,-0.0204732974844921,-0.00752750102373412,0.131976274465711
